name,position,wins,games,total_games,winRate,pickRate,championId,championName,versionIndex,version,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed,hp_18,mp_18,armor_18,spellblock_18,hpregen_18,mpregen_18,crit_18,attackdamage_18,attackspeed_18
소라카,S,213,450,26941,0.473333333,0.016703166,16,Soraka,11.23,11.23.409.111,535,74,425,40,325,32,3.8,30,0.5,550,2.5,0.5,11.5,0.4,0,0,50,3,2.14,0.625,1793,1105,96.6,38.5,11,18.3,0,101,0.8524
아무무,S,251,531,26941,0.472693032,0.019709736,32,Amumu,11.23,11.23.409.111,615,75,285,40,335,30,3.5,32,1.25,125,9,0.85,7.38,0.53,0,0,53,3.8,2.18,0.736,1890,965,89.5,53.25,23.45,16.39,0,117.6,1.0088
뽀삐,S,53,113,26941,0.469026549,0.004194351,78,Poppy,11.23,11.23.409.111,540,90,280,40,345,38,3.5,32,1.25,125,8,0.8,7,0.7,0,0,64,4,2.5,0.625,2070,960,97.5,53.25,21.6,18.9,0,132,0.8906
스웨인,S,61,131,26941,0.465648855,0.004862477,50,Swain,11.23,11.23.409.111,525,85,468,28.5,325,23,4,30,0.5,525,7,0.65,8,0.8,0,0,58,2.7,2.11,0.625,1970,952.5,91,38.5,18.05,21.6,0,103.9,0.8492
유미,S,637,1369,26941,0.465303141,0.050814743,350,Yuumi,11.23,11.23.409.111,480,70,400,45,330,25,3,25,0.3,500,7,0.55,10,0.4,0,0,55,3.1,1,0.625,1670,1165,76,30.1,16.35,16.8,0,107.7,0.7312
갈리오,S,117,252,26941,0.464285714,0.009353773,3,Galio,11.23,11.23.409.111,562,112,500,40,335,24,3.5,32,1.25,150,8,0.8,9.5,0.7,0,0,59,3.5,1.5,0.625,2466,1180,83.5,53.25,21.6,21.4,0,118.5,0.7844
니코,S,34,79,26941,0.430379747,0.002932334,518,Neeko,11.23,11.23.409.111,540,90,450,30,340,21,4,30,0.5,550,7.5,0.75,7,0.7,0,0,48,2.5,3.5,0.625,2070,960,89,38.5,20.25,18.9,0,90.5,0.9969
세라핀,S,76,182,26941,0.417582418,0.006755503,147,Seraphine,11.23,11.23.409.111,500,90,440,40,325,19,3,30,0.5,525,6.5,0.6,8,1,0,0,55,3,1,0.669,2030,1120,70,38.5,16.7,25,0,106,0.7827
트런들,S,44,116,26941,0.379310345,0.004305705,48,Trundle,11.23,11.23.409.111,616,96,281,45,350,37,2.7,32,1.25,175,6,0.75,7.5,0.6,0,0,68,3,2.9,0.67,2248,1046,82.9,53.25,18.75,17.7,0,119,1.0003
자르반 4세,S,22,59,26941,0.372881356,0.002189971,59,JarvanIV,11.23,11.23.409.111,570,90,300,40,340,34,3.6,32,1.25,175,8,0.7,6.5,0.45,0,0,64,3.4,2.5,0.658,2100,980,95.2,53.25,19.9,14.15,0,121.8,0.9377
미스 포츈,S,28,77,26941,0.363636364,0.002858097,21,MissFortune,11.23,11.23.409.111,570,93,300,35,325,28,3,30,0.5,550,3.75,0.65,8.04,0.65,0,0,52,2.7,3,0.656,2151,895,79,38.5,14.8,19.09,0,97.9,0.9906
자크,M,31,54,26413,0.574074074,0.002044448,154,Zac,11.23,11.23.409.111,615,95,0,0,340,33,3.5,32,1.25,175,8,0.5,0,0,0,0,60,3.4,1.6,0.736,2230,0,92.5,53.25,16.5,0,0,117.8,0.9362
트린다미어,M,59,103,26413,0.572815534,0.003899595,23,Tryndamere,11.23,11.23.409.111,626,98,100,0,345,33,3.1,32,1.25,125,8.5,0.9,0,0,0,0,72,3.7,2.9,0.67,2292,100,85.7,53.25,23.8,0,0,134.9,1.0003
비에고,M,47,84,26413,0.55952381,0.003180252,234,Viego,11.23,11.23.409.111,560,95,10000,0,345,34,4,32,1.25,200,7,0.7,0,0,0,0,57,3.5,2.5,0.658,2175,10000,102,53.25,18.9,0,0,116.5,0.9377
신지드,M,64,115,26413,0.556521739,0.004353917,27,Singed,11.23,11.23.409.111,580,85,330,45,345,34,3.5,32,1.25,125,9.5,0.55,7.5,0.55,0,0,63,3.38,1.9,0.613,2025,1095,93.5,53.25,18.85,16.85,0,120.46,0.811
베이가,M,56,101,26413,0.554455446,0.003823875,45,Veigar,11.23,11.23.409.111,505,94,490,26,340,23,3.75,32,0.5,550,6.5,0.6,8,0.8,0,0,52,2.7,2.24,0.625,2103,932,86.75,40.5,16.7,21.6,0,97.9,0.863
그라가스,M,46,83,26413,0.554216867,0.003142392,79,Gragas,11.23,11.23.409.111,600,95,400,47,330,38,3.6,32,1.25,125,5.5,0.5,6,0.8,0,0,64,3.5,2.05,0.675,2215,1199,99.2,53.25,14,19.6,0,123.5,0.9102
오리아나,M,232,424,26413,0.547169811,0.016052701,61,Orianna,11.23,11.23.409.111,530,91,418,25,325,17,3,26,0.5,525,7,0.55,8,0.8,0,0,40,2.6,3.5,0.658,2077,843,68,34.5,16.35,21.6,0,84.2,1.0495
아리,M,220,404,26413,0.544554455,0.015295498,103,Ahri,11.23,11.23.409.111,526,92,418,25,330,21,3.5,30,0.5,550,5.5,0.6,8,0.8,0,0,53,3,2,0.668,2090,843,80.5,38.5,15.7,21.6,0,104,0.8951
에코,M,175,322,26413,0.543478261,0.012190967,245,Ekko,11.23,11.23.409.111,585,85,280,70,340,32,3,32,1.25,125,9,0.9,7,0.8,0,0,58,3,3.3,0.688,2030,1470,83,53.25,24.3,20.6,0,109,1.074
카시오페아,M,186,345,26413,0.539130435,0.01306175,69,Cassiopeia,11.23,11.23.409.111,560,90,350,60,328,18,3.5,32,0.5,550,5.5,0.5,8,0.8,0,0,53,3,1.5,0.647,2090,1370,77.5,40.5,14,21.6,0,104,0.812
아트록스,M,36,67,26413,0.537313433,0.00253663,266,Aatrox,11.23,11.23.409.111,580,90,0,0,345,38,3.25,32,1.25,175,3,1,0,0,0,0,60,5,2.5,0.651,2110,0,93.25,53.25,20,0,0,145,0.9277
가렌,M,33,63,26413,0.523809524,0.002385189,86,Garen,11.23,11.23.409.111,620,84,0,0,340,36,3,32,0.75,175,8,0.5,0,0,0,0,66,4.5,3.65,0.625,2048,0,87,44.75,16.5,0,0,142.5,1.0128
탈론,M,298,569,26413,0.523725835,0.021542422,91,Talon,11.23,11.23.409.111,588,95,377.2,37,335,30,3.5,39,1.25,125,8.5,0.75,7.6,0.8,0,0,68,3.1,2.9,0.625,2203,1006.2,89.5,60.25,21.25,21.2,0,120.7,0.9331
카사딘,M,433,831,26413,0.521058965,0.03146178,38,Kassadin,11.23,11.23.409.111,576,105,400,87,335,19,2.8,30,0.5,150,6,0.5,6,0.8,0,0,59,3.9,3.7,0.64,2361,1879,66.6,38.5,14.5,19.6,0,125.3,1.0426
카타리나,M,562,1081,26413,0.519888992,0.040926816,55,Katarina,11.23,11.23.409.111,602,94,0,0,335,28,3.5,32,1.25,125,7.5,0.7,0,0,0,0,58,3.2,2.74,0.658,2200,0,87.5,53.25,19.4,0,0,112.4,0.9645
사일러스,M,733,1416,26413,0.517655367,0.053609965,517,Sylas,11.23,11.23.409.111,525,115,310,70,340,27,4,32,1.75,175,9,0.9,8,0.8,0,0,61,3,3.5,0.645,2480,1500,95,61.75,24.3,21.6,0,112,1.0288
말파이트,M,45,87,26413,0.517241379,0.003293833,54,Malphite,11.23,11.23.409.111,574,90,280,60,335,37,3.75,28,1.25,125,7,0.55,7.32,0.55,0,0,62,4,3.4,0.736,2104,1300,100.75,49.25,16.35,16.67,0,130,1.1614
세트,M,49,95,26413,0.515789474,0.003596714,875,Sett,11.23,11.23.409.111,600,93,0,0,340,33,4,32,1.25,125,7,0.5,0,0,0,0,60,4,1.75,0.625,2181,0,101,53.25,15.5,0,0,128,0.8109
조이,M,415,807,26413,0.51425031,0.030553137,142,Zoe,11.23,11.23.409.111,560,92,425,25,340,21,3.5,30,0.5,550,6.5,0.6,8,0.65,0,0,58,3.3,2.5,0.625,2124,850,80.5,38.5,16.7,19.05,0,114.1,0.8906
리산드라,M,216,424,26413,0.509433962,0.016052701,127,Lissandra,11.23,11.23.409.111,550,90,475,30,325,22,3.7,30,0.5,550,7,0.55,8,0.4,0,0,55,2.7,1.36,0.656,2080,985,84.9,38.5,16.35,14.8,0,100.9,0.8077
베인,M,32,63,26413,0.507936508,0.002385189,67,Vayne,11.23,11.23.409.111,515,89,231.8,35,330,23,3.4,30,0.5,550,3.5,0.55,6.97,0.4,0,0,60,2.36,3.3,0.658,2028,826.8,80.8,38.5,12.85,13.77,0,100.12,1.0271
누누와 윌럼프,M,66,130,26413,0.507692308,0.004921819,20,Nunu,11.23,11.23.409.111,540,82,280,42,345,29,3,32,1.25,125,5,0.8,7,0.5,0,0,61,3,2.25,0.625,1934,994,80,53.25,18.6,15.5,0,112,0.8641
니코,M,36,71,26413,0.507042254,0.00268807,518,Neeko,11.23,11.23.409.111,540,90,450,30,340,21,4,30,0.5,550,7.5,0.75,7,0.7,0,0,48,2.5,3.5,0.625,2070,960,89,38.5,20.25,18.9,0,90.5,0.9969
다이애나,M,58,115,26413,0.504347826,0.004353917,131,Diana,11.23,11.23.409.111,570,95,375,25,345,31,3.1,32,1.25,150,6.5,0.85,8,0.8,0,0,57,3,2.25,0.625,2185,800,83.7,53.25,20.95,21.6,0,108,0.8641
요네,M,707,1406,26413,0.50284495,0.053231363,777,Yone,11.23,11.23.409.111,550,85,500,0,345,28,3.4,32,1.25,175,7.5,0.75,0,0,0,0,60,2,3.5,0.625,1995,500,85.8,53.25,20.25,0,0,94,0.9969
벡스,M,488,973,26413,0.501541624,0.036837921,711,Vex,11.23,11.23.409.111,520,90,490,32,335,23,3.25,28,0.5,550,6.5,0.6,6,0.8,0,0,54,2.75,1,0.669,2050,1034,78.25,36.5,16.7,19.6,0,100.75,0.7827
트위스티드 페이트,M,696,1392,26413,0.5,0.052701321,4,TwistedFate,11.23,11.23.409.111,534,94,333,39,330,21,3.15,30,0.5,525,5.5,0.6,8,0.8,0,0,52,3.3,3.22,0.651,2132,996,74.55,38.5,15.7,21.6,0,108.1,1.0074
파이크,M,45,90,26413,0.5,0.003407413,555,Pyke,11.23,11.23.409.111,600,90,415,50,330,45,3.5,32,1.25,150,7,0.5,8,1,0,0,62,2,2.5,0.667,2130,1265,104.5,53.25,15.5,25,0,96,0.9505
세라핀,M,27,54,26413,0.5,0.002044448,147,Seraphine,11.23,11.23.409.111,500,90,440,40,325,19,3,30,0.5,525,6.5,0.6,8,1,0,0,55,3,1,0.669,2030,1120,70,38.5,16.7,25,0,106,0.7827
갈리오,M,257,515,26413,0.499029126,0.019497974,3,Galio,11.23,11.23.409.111,562,112,500,40,335,24,3.5,32,1.25,150,8,0.8,9.5,0.7,0,0,59,3.5,1.5,0.625,2466,1180,83.5,53.25,21.6,21.4,0,118.5,0.7844
빅토르,M,403,809,26413,0.498145859,0.030628857,112,Viktor,11.23,11.23.409.111,530,90,405,45,335,23,4,30,0.5,525,8,0.65,8,0.8,0,0,53,3,2.11,0.658,2060,1170,91,38.5,19.05,21.6,0,104,0.894
아크샨,M,229,460,26413,0.497826087,0.017415667,166,Akshan,11.23,11.23.409.111,560,90,350,40,330,26,3,30,0.5,500,3.75,0.65,8.175,0.7,0,0,52,3.5,4,0.638,2090,1030,77,38.5,14.8,20.075,0,111.5,1.0718
판테온,M,86,173,26413,0.497109827,0.006549805,80,Pantheon,11.23,11.23.409.111,580,95,317.12,31,345,40,3.75,28,1.25,175,9,0.65,7.36,0.45,0,0,64,3.3,2.95,0.644,2195,844.12,103.75,49.25,20.05,15.01,0,120.1,0.967
제드,M,707,1431,26413,0.494060098,0.054177867,238,Zed,11.23,11.23.409.111,584,85,200,0,345,32,3.5,32,1.25,125,7,0.65,50,0,0,0,63,3.4,3.3,0.651,2029,200,91.5,53.25,18.05,50,0,120.8,1.0162
루시안,M,57,116,26413,0.49137931,0.004391777,236,Lucian,11.23,11.23.409.111,571,86,348.88,38,335,28,3,30,0.5,500,3.75,0.65,8.18,0.7,0,0,62,2.3,3.3,0.638,2033,994.88,79,38.5,14.8,20.08,0,101.1,0.9959
신드라,M,330,672,26413,0.491071429,0.025442017,134,Syndra,11.23,11.23.409.111,523,90,480,40,330,25,3.4,30,0.5,550,6.5,0.6,8,0.8,0,0,54,2.9,2,0.625,2053,1160,82.8,38.5,16.7,21.6,0,103.3,0.8375
피즈,M,161,329,26413,0.489361702,0.012455988,105,Fizz,11.23,11.23.409.111,570,98,317,37,335,22,3.4,32,1.25,175,8,0.7,6,0.8,0,0,58,3,3.1,0.658,2236,946,79.8,53.25,19.9,19.6,0,109,1.0048
아칼리,M,432,889,26413,0.485939258,0.033657669,84,Akali,11.23,11.23.409.111,500,105,200,0,345,23,3.5,37,1.25,125,9,0.9,50,0,0,0,62,3.3,3.2,0.625,2285,200,82.5,58.25,24.3,50,0,118.1,0.965
이렐리아,M,341,702,26413,0.485754986,0.026577822,39,Irelia,11.23,11.23.409.111,520,110,350,50,335,36,3,28,1.25,200,8.5,0.85,8,0.8,0,0,65,4,2.5,0.656,2390,1200,87,49.25,22.95,21.6,0,133,0.9348
야스오,M,621,1282,26413,0.484399376,0.048536705,157,Yasuo,11.23,11.23.409.111,490,87,100,0,345,30,3.4,32,1.25,175,6.5,0.9,0,0,0,0,60,3,3.5,0.697,1969,100,87.8,53.25,21.8,0,0,111,1.1117
제라스,M,146,303,26413,0.481848185,0.011471624,101,Xerath,11.23,11.23.409.111,526,92,459,22,340,22,3.5,30,0.5,525,5.5,0.55,8,0.8,0,0,55,3,1.36,0.625,2090,833,81.5,38.5,14.85,21.6,0,106,0.7695
마스터 이,M,26,54,26413,0.481481481,0.002044448,11,MasterYi,11.23,11.23.409.111,599,92,251,42,355,33,3,32,1.25,125,7.5,0.65,7.26,0.45,0,0,66,3,2,0.679,2163,965,84,53.25,18.55,14.91,0,117,0.9099
케넨,M,38,79,26413,0.481012658,0.002990951,85,Kennen,11.23,11.23.409.111,541,84,200,0,335,29,3.75,30,0.5,550,5.5,0.65,50,0,0,0,48,3.75,3.4,0.625,1969,200,92.75,38.5,16.55,50,0,111.75,0.9862
럼블,M,100,208,26413,0.480769231,0.00787491,68,Rumble,11.23,11.23.409.111,589,85,100,0,345,31,3.5,28,0.75,125,8,0.6,0,0,0,0,61,3.2,1.85,0.644,2034,100,90.5,40.75,18.2,0,0,115.4,0.8465
코르키,M,48,100,26413,0.48,0.003786014,42,Corki,11.23,11.23.409.111,518,87,350,54,325,28,3.5,30,0.5,550,5.5,0.55,7.42,0.55,0,0,55,2.5,2.3,0.638,1997,1268,87.5,38.5,14.85,16.77,0,97.5,0.8875
럭스,M,153,319,26413,0.479623824,0.012077386,99,Lux,11.23,11.23.409.111,490,85,480,23.5,330,19,4,30,0.5,550,5.5,0.55,8,0.8,0,0,54,3.3,2,0.669,1935,879.5,87,38.5,14.85,21.6,0,110.1,0.8965
르블랑,M,722,1514,26413,0.476882431,0.057320259,7,Leblanc,11.23,11.23.409.111,528,97,334,50,340,22,3.5,30,0.5,525,7.5,0.55,6,0.8,0,0,55,3.5,1.4,0.625,2177,1184,81.5,38.5,16.85,19.6,0,114.5,0.7737
블라디미르,M,171,359,26413,0.47632312,0.013591792,8,Vladimir,11.23,11.23.409.111,537,96,2,0,330,23,3.3,30,0.5,450,7,0.6,0,0,0,0,55,3,2,0.658,2169,2,79.1,38.5,17.2,0,0,106,0.8817
레넥톤,M,80,169,26413,0.473372781,0.006398364,58,Renekton,11.23,11.23.409.111,590,92,100,0,345,35,4,32,1.25,125,8,0.75,0,0,0,0,69,3.75,2.75,0.665,2154,100,103,53.25,20.75,0,0,132.75,0.9759
카서스,M,25,53,26413,0.471698113,0.002006588,30,Karthus,11.23,11.23.409.111,550,87,467,30.5,335,18,3.5,30,0.5,450,6.5,0.55,8,0.8,0,0,46,3.25,2.11,0.625,2029,985.5,77.5,38.5,15.85,21.6,0,101.25,0.8492
키아나,M,328,699,26413,0.469241774,0.026464241,246,Qiyana,11.23,11.23.409.111,520,110,320,50,335,28,3.5,32,1.25,150,7.5,0.9,8,0.7,0,0,66,3.1,2.1,0.688,2390,1170,87.5,53.25,22.8,19.9,0,118.7,0.9336
애니비아,M,141,303,26413,0.465346535,0.011471624,34,Anivia,11.23,11.23.409.111,480,82,495,45,325,21,4,30,0.5,600,5.5,0.55,8,0.8,0,0,51,3.2,1.68,0.625,1874,1260,89,38.5,14.85,21.6,0,105.4,0.8035
제이스,M,115,249,26413,0.46184739,0.009427176,126,Jayce,11.23,11.23.409.111,560,90,375,45,335,27,3.5,30,0.5,125,6,0.6,6,0.8,0,0,54,4.25,3,0.658,2090,1140,86.5,38.5,16.2,19.6,0,126.25,0.9936
아우렐리온 솔,M,55,121,26413,0.454545455,0.004581077,136,AurelionSol,11.23,11.23.409.111,575,92,350,50,325,19,3.6,30,0.5,550,7,0.6,6,0.8,0,0,57,3.2,1.36,0.625,2139,1200,80.2,38.5,17.2,19.6,0,111.4,0.7695
말자하,M,66,146,26413,0.452054795,0.005527581,90,Malzahar,11.23,11.23.409.111,510,87,375,27.5,335,18,3.5,30,0.5,500,6,0.6,8,0.8,0,0,55,3,1.5,0.625,1989,842.5,77.5,38.5,16.2,21.6,0,106,0.7844
애니,M,47,104,26413,0.451923077,0.003937455,1,Annie,11.23,11.23.409.111,524,88,418,25,335,19,4,30,0.5,625,5.5,0.55,8,0.8,0,0,50,2.63,1.36,0.579,2020,843,87,38.5,14.85,21.6,0,94.71,0.7129
스웨인,M,27,60,26413,0.45,0.002271609,50,Swain,11.23,11.23.409.111,525,85,468,28.5,325,23,4,30,0.5,525,7,0.65,8,0.8,0,0,58,2.7,2.11,0.625,1970,952.5,91,38.5,18.05,21.6,0,103.9,0.8492
아지르,M,94,213,26413,0.441314554,0.008064211,268,Azir,11.23,11.23.409.111,552,92,480,21,335,19,3,30,0.5,525,7,0.75,8,0.8,0,0,52,2.8,3,0.625,2116,837,70,38.5,19.75,21.6,0,99.6,0.9437
라이즈,M,370,847,26413,0.436835891,0.032067542,13,Ryze,11.23,11.23.409.111,575,110,300,70,340,22,3,36,0.5,550,8,0.8,8,1,0,0,58,3,2.112,0.625,2445,1490,73,44.5,21.6,25,0,109,0.8494
그레이브즈,M,35,90,26413,0.388888889,0.003407413,104,Graves,11.23,11.23.409.111,555,92,325,40,340,33,3.4,32,1.25,425,8,0.7,8,0.7,0,0,68,4,2.6,0.475,2119,1005,90.8,53.25,19.9,19.9,0,136,0.6849
트런들,J,57,97,26558,0.587628866,0.003652383,48,Trundle,11.23,11.23.409.111,616,96,281,45,350,37,2.7,32,1.25,175,6,0.75,7.5,0.6,0,0,68,3,2.9,0.67,2248,1046,82.9,53.25,18.75,17.7,0,119,1.0003
렉사이,J,304,530,26558,0.573584906,0.019956322,421,RekSai,11.23,11.23.409.111,570,85,100,0,335,36,3.75,32,1.25,175,7.5,0.65,0,0,0,0,64,3,2,0.667,2015,100,99.75,53.25,18.55,0,0,115,0.8938
아무무,J,36,65,26558,0.553846154,0.002447473,32,Amumu,11.23,11.23.409.111,615,75,285,40,335,30,3.5,32,1.25,125,9,0.85,7.38,0.53,0,0,53,3.8,2.18,0.736,1890,965,89.5,53.25,23.45,16.39,0,117.6,1.0088
바이,J,134,246,26558,0.544715447,0.009262746,254,Vi,11.23,11.23.409.111,585,85,295,65,340,30,3.5,32,1.25,125,10,1,8,0.65,0,0,63,3,2,0.644,2030,1400,89.5,53.25,27,19.05,0,114,0.863
카서스,J,325,598,26558,0.543478261,0.022516756,30,Karthus,11.23,11.23.409.111,550,87,467,30.5,335,18,3.5,30,0.5,450,6.5,0.55,8,0.8,0,0,46,3.25,2.11,0.625,2029,985.5,77.5,38.5,15.85,21.6,0,101.25,0.8492
스카너,J,51,94,26558,0.542553191,0.003539423,72,Skarner,11.23,11.23.409.111,580,85,320,60,335,38,3.8,32,1.25,125,9,0.85,7.2,0.45,0,0,65,4.5,2.1,0.625,2025,1340,102.6,53.25,23.45,14.85,0,141.5,0.8481
탈리야,J,224,414,26558,0.541062802,0.015588523,163,Taliyah,11.23,11.23.409.111,532,90,425,30,335,20,3.5,30,0.5,525,7,0.7,9.34,0.85,0,0,58,3.3,1.36,0.625,2062,935,79.5,38.5,18.9,23.79,0,114.1,0.7695
자르반 4세,J,276,512,26558,0.5390625,0.01927856,59,JarvanIV,11.23,11.23.409.111,570,90,300,40,340,34,3.6,32,1.25,175,8,0.7,6.5,0.45,0,0,64,3.4,2.5,0.658,2100,980,95.2,53.25,19.9,14.15,0,121.8,0.9377
우디르,J,85,158,26558,0.537974684,0.005949243,77,Udyr,11.23,11.23.409.111,594,92,271,50,350,34,4,32,1.25,125,6,0.75,7.5,0.45,0,0,64,5,2.67,0.658,2158,1121,102,53.25,18.75,15.15,0,149,0.9567
람머스,J,59,110,26558,0.536363636,0.004141878,33,Rammus,11.23,11.23.409.111,564,80,310,33,335,36,4.3,32,1.25,125,8,0.55,7.84,0.5,0,0,56,3.5,2.215,0.656,1924,871,109.1,53.25,17.35,16.34,0,115.5,0.903
케인,J,396,741,26558,0.534412955,0.027901197,141,Kayn,11.23,11.23.409.111,585,85,410,50,340,38,3.3,32,1.25,175,8,0.75,11.5,0.95,0,0,68,3.3,2.7,0.669,2030,1260,94.1,53.25,20.75,27.65,0,124.1,0.9761
누누와 윌럼프,J,219,415,26558,0.527710843,0.015626177,20,Nunu,11.23,11.23.409.111,540,82,280,42,345,29,3,32,1.25,125,5,0.8,7,0.5,0,0,61,3,2.25,0.625,1934,994,80,53.25,18.6,15.5,0,112,0.8641
워윅,J,157,298,26558,0.526845638,0.011220724,19,Warwick,11.23,11.23.409.111,550,85,280,35,335,33,3.2,32,1.25,125,4,0.75,7.47,0.58,0,0,65,3,2.3,0.638,1995,875,87.4,53.25,16.75,17.33,0,116,0.8875
킨드레드,J,480,927,26558,0.517799353,0.034904737,203,Kindred,11.23,11.23.409.111,540,85,300,35,325,29,3.5,30,0.5,500,7,0.55,7,0.4,0,0,65,2.5,3.5,0.625,1985,895,88.5,38.5,16.35,13.8,0,107.5,0.9969
그웬,J,67,130,26558,0.515384615,0.004894947,887,Gwen,11.23,11.23.409.111,550,90,330,40,340,39,4,32,1.25,150,8.5,0.55,7.5,0.7,0,0,63,3,2.25,0.69,2080,1010,107,53.25,17.85,19.4,0,114,0.9539
니달리,J,913,1774,26558,0.514656144,0.066797199,76,Nidalee,11.23,11.23.409.111,570,95,295,45,335,28,3.5,30,0.5,525,6,0.6,6,0.8,0,0,58,3.5,3.22,0.638,2185,1060,87.5,38.5,16.2,19.6,0,117.5,0.9872
신 짜오,J,549,1069,26558,0.513564079,0.040251525,5,XinZhao,11.23,11.23.409.111,570,92,274,55,345,35,3.5,32,1.25,175,8,0.7,7.26,0.45,0,0,63,3,3.5,0.645,2134,1209,94.5,53.25,19.9,14.91,0,114,1.0288
뽀삐,J,260,507,26558,0.512820513,0.019090293,78,Poppy,11.23,11.23.409.111,540,90,280,40,345,38,3.5,32,1.25,125,8,0.8,7,0.7,0,0,64,4,2.5,0.625,2070,960,97.5,53.25,21.6,18.9,0,132,0.8906
엘리스,J,378,755,26558,0.500662252,0.028428346,60,Elise,11.23,11.23.409.111,555,93,324,50,330,27,4,30,0.5,550,5.5,0.6,6,0.8,0,0,55,3,1.75,0.625,2136,1174,95,38.5,15.7,19.6,0,106,0.8109
탈론,J,770,1539,26558,0.500324886,0.057948641,91,Talon,11.23,11.23.409.111,588,95,377.2,37,335,30,3.5,39,1.25,125,8.5,0.75,7.6,0.8,0,0,68,3.1,2.9,0.625,2203,1006.2,89.5,60.25,21.25,21.2,0,120.7,0.9331
샤코,J,195,390,26558,0.5,0.014684841,35,Shaco,11.23,11.23.409.111,560,89,297,40,345,30,3.5,32,1.25,125,8.5,0.55,7.16,0.45,0,0,63,3,3,0.694,2073,977,89.5,53.25,17.85,14.81,0,114,1.0479
그레이브즈,J,1184,2390,26558,0.49539749,0.089991716,104,Graves,11.23,11.23.409.111,555,92,325,40,340,33,3.4,32,1.25,425,8,0.7,8,0.7,0,0,68,4,2.6,0.475,2119,1005,90.8,53.25,19.9,19.9,0,136,0.6849
비에고,J,828,1674,26558,0.494623656,0.063031855,234,Viego,11.23,11.23.409.111,560,95,10000,0,345,34,4,32,1.25,200,7,0.7,0,0,0,0,57,3.5,2.5,0.658,2175,10000,102,53.25,18.9,0,0,116.5,0.9377
마스터 이,J,297,603,26558,0.492537313,0.022705023,11,MasterYi,11.23,11.23.409.111,599,92,251,42,355,33,3,32,1.25,125,7.5,0.65,7.26,0.45,0,0,66,3,2,0.679,2163,965,84,53.25,18.55,14.91,0,117,0.9099
피들스틱,J,143,292,26558,0.489726027,0.010994804,9,Fiddlesticks,11.23,11.23.409.111,580.4,92,500,28,335,34,3.5,30,0.5,480,5.5,0.6,8,0.8,0,0,55.36,2.63,2.11,0.625,2144.4,976,93.5,38.5,15.7,21.6,0,100.07,0.8492
자크,J,242,495,26558,0.488888889,0.018638452,154,Zac,11.23,11.23.409.111,615,95,0,0,340,33,3.5,32,1.25,175,8,0.5,0,0,0,0,60,3.4,1.6,0.736,2230,0,92.5,53.25,16.5,0,0,117.8,0.9362
에코,J,635,1300,26558,0.488461538,0.048949469,245,Ekko,11.23,11.23.409.111,585,85,280,70,340,32,3,32,1.25,125,9,0.9,7,0.8,0,0,58,3,3.3,0.688,2030,1470,83,53.25,24.3,20.6,0,109,1.074
카직스,J,271,555,26558,0.488288288,0.020897658,121,Khazix,11.23,11.23.409.111,573,85,327,40,350,36,3,32,1.25,125,7.5,0.75,7.59,0.5,0,0,63,3.1,2.7,0.668,2018,1007,87,53.25,20.25,16.09,0,115.7,0.9746
헤카림,J,404,829,26558,0.487334138,0.0312147,120,Hecarim,11.23,11.23.409.111,580,90,277,60,345,35,4.25,32,1.25,175,7,0.75,6.5,0.6,0,0,66,3.2,2.5,0.67,2110,1297,107.25,53.25,19.75,16.7,0,120.4,0.9548
리 신,J,1741,3581,26558,0.486177046,0.134836961,64,LeeSin,11.23,11.23.409.111,575,85,200,0,345,36,3.7,32,1.25,125,7.5,0.7,50,0,0,0,68,3.7,3,0.651,2020,200,98.9,53.25,19.4,50,0,130.9,0.983
잭스,J,33,68,26558,0.485294118,0.002560434,24,Jax,11.23,11.23.409.111,593,85,339,52,350,36,3,32,1.25,125,8.5,0.55,7.58,0.7,0,0,68,4.25,3.4,0.638,2038,1223,87,53.25,17.85,19.48,0,140.25,1.0068
럼블,J,56,116,26558,0.482758621,0.004367799,68,Rumble,11.23,11.23.409.111,589,85,100,0,345,31,3.5,28,0.75,125,8,0.6,0,0,0,0,61,3.2,1.85,0.644,2034,100,90.5,40.75,18.2,0,0,115.4,0.8465
세주아니,J,91,189,26558,0.481481481,0.0071165,113,Sejuani,11.23,11.23.409.111,560,100,400,40,340,34,4.25,32,1.25,150,8.5,1,7,0.7,0,0,66,4,3.5,0.688,2260,1080,106.25,53.25,25.5,18.9,0,134,1.0974
아이번,J,34,71,26558,0.478873239,0.002673394,427,Ivern,11.23,11.23.409.111,585,85,450,60,330,27,3.5,32,1.25,475,7,0.85,6,0.75,0,0,50,3,3.4,0.644,2030,1470,86.5,53.25,21.45,18.75,0,101,1.0162
볼리베어,J,40,84,26558,0.476190476,0.003162889,106,Volibear,11.23,11.23.409.111,580,90,350,70,340,31,4,32,1.25,150,9,0.75,6.25,0.5,0,0,60,3,2,0.625,2110,1540,99,53.25,21.75,14.75,0,111,0.8375
